,Nationality,Title,Artist,BeginDate,EndDate,Gender,Date,Department
11784,Brazilian,Plate from Le Surréalisme en 1947,Maria Martins,1894.0,1973.0,Female,1947,Prints & Illustrated Books
11785,American,SYSTEM (plate 4) from INWARD EYE,Richard Anuszkiewicz,1930.0,,Male,1970,Prints & Illustrated Books
11786,French,Stones (Les pierres) from Magic Mirror (Le miroir magique),Jean Hugo,1894.0,1984.0,Male,1927,Prints & Illustrated Books
11787,French,Field of Thought (Champ de pensée) from the portfolio The Land Surveyor (L'Arpenteur) from Phenomena (Les Phénomènes),Jean Dubuffet,1901.0,1985.0,Male,1959,Prints & Illustrated Books
11788,American,"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,1887.0,1968.0,Male,1934,Prints & Illustrated Books
11789,American,Plate (folio 15) from A BOOK OF BATTLES,Seymour Chwast,1931.0,,Male,1957,Prints & Illustrated Books
11790,American,(Christ and smiling woman),George Krause,1937.0,,Male,1962,Photography
11791,American,Construct I-F,Barbara Kasten,1936.0,,Female,1979,Photography
11792,British,Tailpiece (page 280) from FABLES,Thomas Bewick,1753.0,1828.0,Male,1818,Prints & Illustrated Books
11793,American,Self-Portrait,Robert Mapplethorpe,1946.0,1989.0,Male,1980,Photography
11794,French,In-text plate (page 123) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),1887.0,1965.0,Male,1951,Prints & Illustrated Books
11795,American,Midnight + Noon I from Midnight and Noon,Josef Albers,1888.0,1976.0,Male,1964,Prints & Illustrated Books
11796,American,"Working material for V TRE #7: Sky Piece to Jesus Christ, performed during Fluxorchestra at Carnegie Recital Hall, New York, September 25, 1965",Yoko Ono,1933.0,,Female,1965,Fluxus Collection
11797,German,"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Isometric perspective. Exhibition Hall 6.)",Lilly Reich,1885.0,1947.0,Female,1937,Architecture & Design
11798,Japanese,SELF PORTRAIT,Tsugouharu Foujita,1886.0,1969.0,Male,1901,Prints & Illustrated Books
11799,American,"Robert/104,072",Chuck Close,1940.0,,Male,1974,Painting & Sculpture
11800,French,"ELIJAH AND THE WIDOW OF SAREPTA, plate 83 (volume II, folio 56) from the BIBLE",Marc Chagall,1887.0,1985.0,Male,1944,Prints & Illustrated Books
11801,Brazilian,Untitled,Mira Schendel,1919.0,1988.0,Female,1965,Drawings
11802,Venezuelan,Untitled,Gego (Gertrud Goldschmidt),1912.0,1994.0,Female,1960,Prints & Illustrated Books
11803,Italian,In-text plate (folio 14) from Poésie de mots inconnus,Alberto Magnelli,1888.0,1971.0,Male,1949,Prints & Illustrated Books
11804,German,Master Tailor,August Sander,1876.0,1964.0,Male,1922,Photography
11805,American,An Average Day III,Fred Wilson,1954.0,,Male,2003,Drawings
11806,French,Dubonnet,A. M. Cassandre,1901.0,1968.0,Male,1935,Architecture & Design
11807,Spanish,Cover from the illustrated book Picasso Lithographe I,Pablo Picasso,1881.0,1973.0,Male,1949,Prints & Illustrated Books
11808,Russian,Iskusstvo oktiabr'skoi epokhi,Dmitrii Mitrokhin,1883.0,1973.0,Male,1930,Prints & Illustrated Books
11809,American,Groomers,Amy Cutler,1974.0,,Female,2008,Prints & Illustrated Books
11810,Spanish,Plate (folio 16) from LE LÉZARD AUX PLUMES D'OR,Joan Miró,1893.0,1983.0,Male,1971,Prints & Illustrated Books
11811,Chilean,Plate (folio 6) from ESTADIOS Y CORDILLERAS,Nemesio Antúnez,1918.0,1993.0,Male,1973,Prints & Illustrated Books
11812,American,I Do,Louise Bourgeois,1911.0,2010.0,Female,2010,Prints & Illustrated Books
11813,Various,Parkett no. 17,Various Artists,,,Gender Unknown,1988,Prints & Illustrated Books
11814,Argentine,"Interrogations sur l'art, Discours sur l'art  (Interrogations into Art, Discourse on Art)",Lea Lublin,1929.0,1999.0,Female,1975,Media and Performance Art
11815,German,Plate (folio 8) from 20 ORIGINALRADIERUNGEN,Karl Bohrmann,1928.0,1998.0,Male,1967,Prints & Illustrated Books
11816,American,Diane Raised II (Black Diane),Larry Rivers,1923.0,2002.0,Male,1970,Prints & Illustrated Books
11817,American,"Ron Bacardi y Compania, S.A., Administration Building, project, Santiago, Cuba, Exterior perspective",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1957,Architecture & Design
11818,American,Untitled,Nick Mauss,1980.0,,Male,2003,Drawings
11819,American,"Milton Glaser Exhibition, Musées Royaux des Beaux-Arts de Belgique Arts Moderne, Place Royal, 1/1000 Bruxelles, Oct. 15 to Nov. 21, 1976",Milton Glaser,1929.0,,Male,1976,Architecture & Design
11820,American,"Marvin Israel and Raoul Hague, Woodstock, New York",Robert Frank,1924.0,,Male,1962,Photography
11821,French,"Place du Carrousel, Arc de Triomphe du Carrousel",Eugène Atget,1857.0,1927.0,Male,1911,Photography
11822,French,"THE PROVENÇAL CART (plate; volume II, page 53) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,1884.0,1974.0,Male,1940,Prints & Illustrated Books
11823,French,Untitled,Eugène Atget,1857.0,1927.0,Male,1900,Photography
11824,Russian,"AT THE BORSE, plate 13 (folio 18) from TEVIA THE MILKMAN, Volume I",Anatoli Lvovich Kaplan,1902.0,1980.0,Male,1959,Prints & Illustrated Books
11825,French,Tailpiece (page 70) from LA TREILLE MUSCATE,André Dunoyer de Segonzac,1884.0,1974.0,Male,1931,Prints & Illustrated Books
11826,French,PORTE. VIEILLE MAISON RUE SERVANDONI,Eugène Atget,1857.0,1927.0,Male,1904,Photography
11827,American,Magnavox Odyssey,Ralph Baer,1922.0,2014.0,Male,1972,Architecture & Design
11828,French,"He Falls Head Foremost into the Abyss (Il tombe dans l'abîme, la tête en bas) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,1840.0,1916.0,Male,1896,Prints & Illustrated Books
11829,American,Hairdressing,Jules Pascin,1885.0,1930.0,Male,1927,Prints & Illustrated Books
11830,American,A Prairie Home Companion,Robert Altman,1925.0,2006.0,Male,2006,Film
11831,Czech,Umelecka Beseda zve vas na zahajeni vystavy francouzskeho malire M. Chagalla; Friedens Manifestation,Zdenek Rossmann,1905.0,1984.0,Male,1934,Architecture & Design
11832,Japanese,Untitled,Bishin Jumonji,1947.0,,Male,1972,Photography
11833,German,Jacket Cover for Upton Sinclair's 100%,John (born Helmut Herzfelde) Heartfield,1891.0,1968.0,Male,1923,Architecture & Design
11834,Italian,"PHAEDRA, plate IX (page 69) from THESEUS",Massimo Campigli,1895.0,1971.0,Male,1949,Prints & Illustrated Books
11835,American,Clean Pastures,Friz Freleng,1905.0,1995.0,Male,1937,Film
11836,American,New York City,Lee Friedlander,1934.0,,Male,1986,Photography
11837,American,New Orleans Boarding House,Walker Evans,1903.0,1975.0,Male,1935,Photography
11838,American,Untitled Film Still #28,Cindy Sherman,1954.0,,Female,1979,Photography
11839,American,"Near Pendelton, Oregon",Robert Adams,1937.0,,Male,1978,Photography
11840,British,"Gary, popstar.",Julian Opie,1958.0,,Male,1998,Prints & Illustrated Books
11841,American,Treble-Two from Notes on Sound,Romas Viesulas,1918.0,1986.0,Male,1965,Prints & Illustrated Books
11842,American,"Dante's View, Death Valley",Edward Weston,1886.0,1958.0,Male,1938,Photography
11843,French,"Plate (folio 17) from MOI, BEN JE SIGNE",Ben Vautier,1935.0,,Male,1968,Prints & Illustrated Books
11844,American,Untitled from Kracked,Ed Moses,1926.0,2018.0,Male,1993,Prints & Illustrated Books
11845,American,California Split,Robert Altman,1925.0,2006.0,Male,1974,Film
11846,American,Merci Crime,Louise Bourgeois,1911.0,2010.0,Female,1994,Prints & Illustrated Books
11847,French,"Funeral of Aristide Briand, Paris",Henri Cartier-Bresson,1908.0,2004.0,Male,1932,Photography
11848,South African,Untitled,Marlene Dumas,1953.0,,Female,1976,Drawings
11849,French,"POLYPHEMUS (plate, facing page 140) from ULYSSES",Henri Matisse,1869.0,1954.0,Male,1934,Prints & Illustrated Books
11850,Russian,Chort i rechetvortsy (The Devil and the Speechmakers),Olga Rozanova,1886.0,1918.0,Female,1913,Prints & Illustrated Books
11851,American,Radius,Helen Frankenthaler,1928.0,2011.0,Female,1993,Prints & Illustrated Books
11852,,Dva stikhotvoreniia,Russian Book Collection,,,Gender Unknown,1924,Prints & Illustrated Books
11853,German,Untitled from 128 Details from a Picture (Halifax 1978) (128 Fotos von einem Bild (Halifax 1978)),Gerhard Richter,1932.0,,Male,1998,Prints & Illustrated Books
11854,German,Closing Illustration (Schlussbild) from The Robbers (Die Räuber),Lovis Corinth,1858.0,1925.0,Male,1923,Prints & Illustrated Books
11855,French,Plate (page 22) from LES FLEURS DU MAL,Henri Matisse,1869.0,1954.0,Male,1946,Prints & Illustrated Books
11856,British,Gold Standard from Witness,Gerald Laing,1936.0,2011.0,Male,1968,Prints & Illustrated Books
11857,American,"Monument to the November Revolution, Berlin-Lichtenberg, Germany, (Lettering study)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1926,Architecture & Design
11858,,"By Cleland, T.M. (1930(?)) ""West Vaco - Inspirations for Printers"" No. 26",assume vivid astro focus,,,Gender Unknown,2002,Drawings
11859,American,Winding Road,Emile Branchard,1881.0,1938.0,Male,1924,Drawings
11860,British,Mon Bon Dodo,Walter Richard Sickert,1860.0,1942.0,Male,1915,Prints & Illustrated Books
11861,Canadian Inuit,Seal Thoughts of Man,Akesuk Tudlik,1890.0,1966.0,Male,1954,Prints & Illustrated Books
11862,American,"My Family, New York",Robert Frank,1924.0,,Male,1951,Photography
11863,French,Bauhaus Ausstellung Weimar Juli - September 1923,Vasily Kandinsky,1866.0,1944.0,Male,1923,Architecture & Design
11864,Russian,Tetris,Alexey Pajitnov,1955.0,,Male,1984,Architecture & Design
11865,American,Anna Halprin on the deck at Kentfield in experimental Kabuki ballet,Anna Halprin,1920.0,,Female,1960,Media and Performance Art
11866,American,Untitled Film Still #42,Cindy Sherman,1954.0,,Female,1979,Photography
11867,American,Isadora Duncan at the Portal of the Parthenon,Edward Steichen,1879.0,1973.0,Male,1920,Photography
11868,French,PAVILLON DE ...?,Eugène Atget,1857.0,1927.0,Male,1899,Photography
11869,French,Plaque for Flux Catalogue,Ben Vautier,1935.0,,Male,1984,Prints & Illustrated Books
11870,American,Falling Night,Karl Schrag,1912.0,1995.0,Male,1949,Prints & Illustrated Books
11871,American,Lily St. Cyr,Garry Winogrand,1928.0,1984.0,Male,1954,Photography
11872,French,Plate 8 from FOUR TALES FROM THE ARABIAN NIGHTS,Marc Chagall,1887.0,1985.0,Male,1944,Prints & Illustrated Books
11873,American,"Court House Project, Plan",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1935,Architecture & Design
11874,Belgian,Wheel of Writing,Pierre Alechinsky,1927.0,,Male,1985,Prints & Illustrated Books
11875,American,Acoustica,Louise Bourgeois,1911.0,2010.0,Female,2002,Prints & Illustrated Books
11876,American,"Tugendhat House, Brno, Czech Republic, Storage wall with built-in sink between children's room and vestibule. Plan, elevations, sections.",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1929,Architecture & Design
11877,American,Untitled from American Abstract Artists,Ibram Lassaw,1913.0,2003.0,Male,1937,Prints & Illustrated Books
11878,American,"Kiener Memorial Fountain and Runner Statue. Gateway Mall, Saint Louis, Missouri",Lee Friedlander,1934.0,,Male,1972,Photography
11879,American,Animation cell for Little Hiawatha,Disney Studios,,,Gender Unknown,1937,Drawings
11880,American,From Eyes Blue and Cold from The Archaics,Grace Hartigan,1922.0,2008.0,Female,1964,Prints & Illustrated Books
11881,American,Keyboard Dances,Philip Corner,1933.0,,Male,1963,Prints & Illustrated Books
11882,French,The Girl on the Train,André Téchiné,1943.0,,Male,2009,Film
11883,American,Preliminary unfinished form of the proposed index coordinate graph,George Maciunas,1931.0,1978.0,Male,1958,Prints & Illustrated Books
11884,American,Smoke on Cellophane 1,Frederick Sommer,1905.0,1999.0,Male,1961,Photography
11885,Italian,Citta' di Torino from Insicuro Noncurante,Alighiero Boetti,1940.0,1994.0,Male,1970,Prints & Illustrated Books
11886,German,"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Frontal and lateral elevations, plan, and sections. Shelves for textiles. Wertheim stall.)",Lilly Reich,1885.0,1947.0,Female,1931,Architecture & Design
11887,Argentine,"Office of Information about the Vietnam War at Three Levels: The Visual Image, Text and Audio",David Lamelas,1946.0,,Male,1968,Media and Performance Art
11888,American,Untitled,Louise Bourgeois,1911.0,2010.0,Female,1990,Prints & Illustrated Books
11889,German,Fairground Workers,August Sander,1876.0,1964.0,Male,1929,Photography
11890,French,19 rue Denfert-Rochereau,Eugène Atget,1857.0,1927.0,Male,1923,Photography
11891,American,Z II,László Moholy-Nagy,1895.0,1946.0,Male,1925,Painting & Sculpture
11892,French,"THE OXEN (plate; volume II, page 7) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,1884.0,1974.0,Male,1940,Prints & Illustrated Books
11893,French,Plate (folio 8) from LITRES,Geneviève Asse,1923.0,,Female,1968,Prints & Illustrated Books
11894,American,Untitled,Louise Bourgeois,1911.0,2010.0,Female,2002,Prints & Illustrated Books
11895,French,"Wall with Mustached Man (Mur au moustachu) (plate 6, folio 18) from Les Murs",Jean Dubuffet,1901.0,1985.0,Male,1945,Prints & Illustrated Books
11896,Spanish,Text with double page decoration (folios 11 verso and 12) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,1881.0,1973.0,Male,1941,Prints & Illustrated Books
11897,American,Untitled,Joel Shapiro,1941.0,,Male,1983,Painting & Sculpture
11898,German,Liqueur Glass,Karl Koepping,1848.0,1914.0,Male,1900,Architecture & Design
11899,French,Le cerf-volant (The Kite),Randa Chahal Sabag,1953.0,2008.0,Female,2003,Film
11900,American,Davidson Little Farms Unit and Markets Project (Aerial perspective),Frank Lloyd Wright,1867.0,1959.0,Male,1932,Architecture & Design
11901,Guatemalan,Untitled from City of Eyes,Rodolfo Abularach,1933.0,,Male,1966,Prints & Illustrated Books
11902,American,Floor Cone,Claes Oldenburg,1929.0,,Male,1962,Painting & Sculpture
11903,German,Standart - T (?),A.R. Penck (Ralf Winkler),1939.0,2017.0,Male,1980,Drawings
11904,French,"Waters, Stones, Sand (Eaux, Pierres, Sable) from Phenomena (Les Phénomènes)",Jean Dubuffet,1901.0,1985.0,Male,1959,Prints & Illustrated Books
11905,French,Border (page 91) from POÈMES,Henri Matisse,1869.0,1954.0,Male,1946,Prints & Illustrated Books
11906,American,Sketchbook,John D. Graham,1881.0,1961.0,Male,1940,Drawings
11907,American,Plate (folio 46) from CENTURY OF THE COMMON MAN,Hugo Gellert,1892.0,1985.0,Male,1943,Prints & Illustrated Books
11908,Chilean,Plate (folio 77) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,1911.0,2002.0,Male,1991,Prints & Illustrated Books
11909,American,Photograph of Kate Millett's Furniture,George Maciunas,1931.0,1978.0,Male,1966,Fluxus Collection
11910,French,Torso,Ossip Zadkine,1890.0,1967.0,Male,1928,Painting & Sculpture
11911,American,"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,1887.0,1968.0,Male,1934,Prints & Illustrated Books
11912,Colombian,Sign for an Aquarium (Model),Édgar Negret,1920.0,2012.0,Male,1954,Painting & Sculpture
11913,German,Theater Manager [Gustav Hartung],August Sander,1876.0,1964.0,Male,1925,Photography
11914,American,American Eagle Flying Near the Ground: Plate 771 from Animal Locomotion (1887),Eadweard J. Muybridge,1830.0,1904.0,Male,1885,Photography
11915,French,HÔTEL DE CONFLANS. RUE DE L'UNIVERSITÉ 24,Eugène Atget,1857.0,1927.0,Male,1909,Photography
11916,American,Yellow over Black (Jaune sur noir) from Suite of Twenty-Seven Color Lithographs,Ellsworth Kelly,1923.0,2015.0,Male,1964,Prints & Illustrated Books
11917,American,Untitled from 99/00,Christopher Wool,1955.0,,Male,2000,Prints & Illustrated Books
11918,American,Untitled,William Gropper,1897.0,1977.0,Male,1967,Prints & Illustrated Books
11919,American,When Radar Was New,Guy de Cointet,1934.0,1983.0,Male,1971,Drawings
11920,American,Reclining Chair without Arms (Six elevation sketches),Ludwig Mies van der Rohe,1886.0,1969.0,Male,1932,Architecture & Design
11921,American,GRANDEUR (plate 10) from INWARD EYE,Richard Anuszkiewicz,1930.0,,Male,1970,Prints & Illustrated Books
11922,Italian,"Casa Devalle, Turin, Italy",Carlo Mollino,1905.0,1973.0,Male,1939,Architecture & Design
11923,American,Untitled from Storm Trees,Joe Goode,1937.0,,Male,1988,Prints & Illustrated Books
11924,British,"VEGETATION, plate VI (folio 16) from GENESIS",Paul Nash,1889.0,1946.0,Male,1924,Prints & Illustrated Books
11925,Mexican,The Mexican Clown (El Clown Mexicano) plate 1 from the portfolio Twenty-five Prints of José-Guadelupe Posada,José-Guadalupe Posada,1852.0,1913.0,Male,1928,Prints & Illustrated Books
11926,French,"Hôtel de Lauzun, quai d'Anjou",Eugène Atget,1857.0,1927.0,Male,1905,Photography
11927,American,Untitled,David V. Hayes,1931.0,,Male,1963,Prints & Illustrated Books
11928,British,Calotypes by D.O. Hill,David Octavius Hill,1802.0,1870.0,Male,1845,Photography
11929,American,Drapery Material,Anni Albers,1899.0,1994.0,Female,1929,Architecture & Design
11930,Russian,Prospekt knig po sel'skomu khoziaistvu,Aleksandr Rodchenko,1891.0,1956.0,Male,1924,Prints & Illustrated Books
11931,British,Untitled (Hat) from an untitled portfolio,David Shrigley,1968.0,,Male,2005,Prints & Illustrated Books
11932,British,"TOWER, RAPALLO, plate X (page 43) from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE",Richard Wyndham,1896.0,1948.0,Male,1928,Prints & Illustrated Books
11933,American,Happy Holiday,Peggy Bacon,1895.0,1987.0,Female,1930,Prints & Illustrated Books
11934,American,Keyboard Dances,Philip Corner,1933.0,,Male,1963,Prints & Illustrated Books
11935,French,"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,1935.0,,Male,1962,Prints & Illustrated Books
11936,American,Paper Piece,Benjamin Patterson,1934.0,2016.0,Male,1960,Prints & Illustrated Books
11937,American,"Neue Wache War Memorial Project, Berlin-Mitte, Germany, Interior perspective. Sketch.",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1930,Architecture & Design
11938,Canadian,On the 'Outlet' of Brome Lake. 'Dugout; Canoe,Alexander Henderson,1831.0,1913.0,Male,1865,Photography
11939,Russian,"SA. Sovremennaia Arkhitektura (CA. Contemporary Architecture), no. 1",Ivan Leonidov,1902.0,1959.0,Male,1928,Prints & Illustrated Books
11940,American,Plate (page 32) from SELECTIONS FROM SATAN'S SAINT,Robert Hansen,1924.0,2013.0,Male,1964,Prints & Illustrated Books
11941,American,Untitled (28 December 1971),Robert Overby,1935.0,1993.0,Male,1971,Drawings
11942,American,Fred Astaire,Edward Steichen,1879.0,1973.0,Male,1927,Photography
11943,American,Come to My Party (The Prince Von Thurn und Taxis Invites You For Princess Gloria's Birthday Party!),Keith Haring,1958.0,1990.0,Male,1989,Prints & Illustrated Books
11944,American,The Huntington Industrial Works,Frances Benjamin Johnston,1864.0,1952.0,Female,1900,Photography
11945,American,Heads from Cameo Cuts,Edward Ruscha,1937.0,,Male,1992,Prints & Illustrated Books
11946,American,Fall from The Seasons,Jasper Johns,1930.0,,Male,1987,Prints & Illustrated Books
11947,American,Hair Box (for Parkett no. 23),Richard Artschwager,1923.0,2013.0,Male,1990,Prints & Illustrated Books
11948,Nationality unknown,"The Clash, Rude Boy, with Invitations to the New York Premiere and After-Party",Unknown,,,Gender Unknown,1981,Architecture & Design
11949,American,Number 22,Ad Reinhardt,1913.0,1967.0,Male,1949,Painting & Sculpture
11950,American,Untitled from the series A.J. and Jim Bob,Merry Alpern,1955.0,,Female,1988,Photography
11951,American,Church (Kirche),Lyonel Feininger,1871.0,1956.0,Male,1919,Prints & Illustrated Books
11952,American,"Artist's Studio ""The Dance""",Roy Lichtenstein,1923.0,1997.0,Male,1974,Painting & Sculpture
11953,Mexican,Untitled from 13 Woodcuts by Siqueiros (13 Grabados en madera por Siqueiros),David Alfaro Siqueiros,1896.0,1974.0,Male,1931,Prints & Illustrated Books
11954,French,Wrapper front (duplicate of in-text plate from page 65) from L'ART D'AIMER,Aristide Maillol,1861.0,1944.0,Male,1935,Prints & Illustrated Books
11955,American,Fifty by Fifty Feet House Project (Floor plan sketches),Ludwig Mies van der Rohe,1886.0,1969.0,Male,1951,Architecture & Design
11956,American,Nude,Lee Friedlander,1934.0,,Male,1980,Photography
11957,British,Photographic Views of North Wales,Francis Bedford,1816.0,1894.0,Male,1864,Photography
11958,American,Untitled,William Eggleston,1939.0,,Male,1975,Photography
11959,American,Untitled,Josh Smith,1976.0,,Male,2008,Painting & Sculpture
11960,British,"Athens, with the Acropolis (#619)",Francis Frith,1822.0,1898.0,Male,1860,Photography
11961,British,"General Wade's Bridge, Aberfeldy. Everywhere You Go You Can Be Sure of Shell",Edwin Calligan,,,Male,1933,Architecture & Design
11962,French,"SATAN III, plate VIII (page 53) from LES FLEURS DU MAL",Georges Rouault,1871.0,1958.0,Male,1946,Prints & Illustrated Books
11963,American,"Avery Coonley Playhouse, Riverside, IL",Frank Lloyd Wright,1867.0,1959.0,Male,1911,Architecture & Design
11964,,Untitled,Unknown,,,Gender Unknown,1945,Photography
11965,French,"Sobakévitch at the Table (Sobakévitch à table), plate XXXVI (supplementary suite) from Les Âmes mortes",Marc Chagall,1887.0,1985.0,Male,1936,Prints & Illustrated Books
11966,Polish,No. 124,Edward Krasiński,1925.0,2004.0,Male,1972,Painting & Sculpture
11967,American,"Senator Robert C. Byrd, Democrat, West Virginia (Majority Leader)",Judith Joy Ross,1946.0,,Female,1987,Photography
11968,French,Au Dépens des mots,Valentine Hugo,1890.0,1968.0,Female,1941,Prints & Illustrated Books
11969,French,"MYTHICAL PROJECT: PLANT-PERSONAGE, plate 17 (supplementary suite) from DREAMS AND PROJECTS",Jean (Hans) Arp,1886.0,1966.0,Male,1952,Prints & Illustrated Books
11970,American,Inside - Outside,Grace Hartigan,1922.0,2008.0,Female,1962,Prints & Illustrated Books
11971,French,CLICHY. ARBRE DE JUDÉE. PLANTÉ PAR ST. VINCENT DE PAUL,Eugène Atget,1857.0,1927.0,Male,1901,Photography
11972,American,Untitled,Richard Artschwager,1923.0,2013.0,Male,1994,Painting & Sculpture
11973,American,Itinerant Bootblack,Lewis W. Hine,1874.0,1940.0,Male,1912,Photography
11974,American,Ground #35,Uta Barth,1958.0,,Female,1994,Photography
11975,American,Hubbe-related Study,Ludwig Mies van der Rohe,1886.0,1969.0,Male,1934,Architecture & Design
11976,French,Grand Trianon,Eugène Atget,1857.0,1927.0,Male,1924,Photography
11977,American,"Abandoned River Rouge Equipment, Michigan",Walker Evans,1903.0,1975.0,Male,1950,Photography
11978,Canadian,"MEN OF MYCENAE, plate 12 (folio 30) from AN AEGEAN NOTE-BOOK",Roloff Beny,1924.0,1984.0,Male,1949,Prints & Illustrated Books
11979,American,Untitled,Dove Bradshaw,1949.0,,Male,1987,Drawings
11980,French,Fête du Trône,Eugène Atget,1857.0,1927.0,Male,1922,Photography
11981,American,Double page plate (pages 92 and 93) from 1¢ Life,Joan Mitchell,1925.0,1992.0,Female,1964,Prints & Illustrated Books
11982,American,"Im J.C. / ""Nixmusics op. einmals nach""",Albert M. Fine,1932.0,1987.0,Male,1965,Prints & Illustrated Books
11983,American,Double page in-text plate (folios 16 verso and 17) from BESTIARY/BESTARIO,Antonio Frasconi,1919.0,2013.0,Male,1965,Prints & Illustrated Books
11984,Russian,"Conte de Tsar Saltan et de son fils le glorieux et puissant prince, Gvidon Saltanovitch et de sa belle Princesse Cygne",Natalia Goncharova,1881.0,1962.0,Female,1921,Prints & Illustrated Books
11985,American,HATCHING (front endpaper) from FOIRADES/FIZZLES,Jasper Johns,1930.0,,Male,1976,Prints & Illustrated Books
11986,American,Untitled Film Still #38,Cindy Sherman,1954.0,,Female,1979,Photography
11987,American,Landscape/ Loftscape #15,Marcia Resnick,1950.0,,Female,1976,Photography
11988,French,In-text plate (page 29) from UNE SAISON EN ENFER,Lucien Coutaud,1905.0,1977.0,Male,1951,Prints & Illustrated Books
11989,Polish,Jan Lenica (Poster for exhibition of the artist’s work),Jan Lenica,1928.0,2001.0,Male,1966,Architecture & Design
11990,German,Treatment,Arthur Köpcke,1928.0,1977.0,Male,1961,Fluxus Collection
11991,American,"The Return of the Repressed, no. 28 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,1911.0,2010.0,Female,2004,Prints & Illustrated Books
11992,French,"Antibiotics in Layers, from the Objets Thérapeutiques collection (Model)",Mathieu Lehanneur,1974.0,,Male,2001,Architecture & Design
11993,Argentine,"Figure, I",Marcelo Bonevardi,1929.0,1994.0,Male,1964,Painting & Sculpture
11994,German,"Untitled, third state",Rudi Tröger,1929.0,,Male,1967,Prints & Illustrated Books
11995,American,Isadora Duncan,Abraham Walkowitz,1878.0,1965.0,Male,1932,Drawings
11996,French,"Program for The Scene (La Scène), Truth in Wine (La Vérité dans le vin), Nickel-plated feet (Les Pieds nickelés) and Interior (Intérieur) from The Beraldi Album of Theatre Programs",Maurice Denis,1870.0,1943.0,Male,1895,Prints & Illustrated Books
11997,American,Black and white photograph of Kathleen Kucka distributing fliers at the corner of Broadway and Prince Streets in New York City during Kinmont’s I am for you project,Ben Kinmont,1963.0,,Male,1990,Prints & Illustrated Books
11998,,Khameleonovi tini,Georgii Tsapok,,,Male,1929,Prints & Illustrated Books
11999,American,Untitled,Louise Bourgeois,1911.0,2010.0,Female,1999,Prints & Illustrated Books
12000,American,In-text plate (page 44) from A TRAVEL BOOK,Fred Martin,1927.0,,Male,1976,Prints & Illustrated Books
12001,,Untitled (crime scene: woman on mattress),Unknown,,,Gender Unknown,1911,Photography
12002,American,Hubbe-related Study,Ludwig Mies van der Rohe,1886.0,1969.0,Male,1934,Architecture & Design
12003,American,Jens Jensen Graphics,Frank Lloyd Wright,1867.0,1959.0,Male,1941,Architecture & Design
12004,Belgian,"Duplicate of plate from folio 106 (supplementary suite, plate 97) from LA VILLE",Frans Masereel,1889.0,1972.0,Male,1925,Prints & Illustrated Books
12005,French,INTÉRIEUR D'UN CISELEUR,Eugène Atget,1857.0,1927.0,Male,1912,Photography
12006,German,Scholar,August Sander,1876.0,1964.0,Male,1928,Photography
12007,American,"Poke Bonnet, Scottsboro, Alabama",Rosalind Fox Solomon,1930.0,,Female,1974,Photography
12008,,Untitled,Unknown,,,Gender Unknown,1949,Photography
12009,Danish,Untitled from 8 Lithografier (8 Lithographs),Asger Jorn,1914.0,1973.0,Male,1945,Prints & Illustrated Books
12010,French,Frontispiece from THE PHOENIX AND THE TURTLE,Léon Gischia,1903.0,,Male,1944,Prints & Illustrated Books
12011,American,Davidson Little Farms Unit Project (Model),Frank Lloyd Wright,1867.0,1959.0,Male,1932,Architecture & Design
12012,American,The Shapes Project,Allan McCollum,1944.0,,Male,2006,Prints & Illustrated Books
12013,American,Post During Lunch Hour,E. McKnight Kauffer,1890.0,1954.0,Male,1937,Architecture & Design
12014,American,UNTITLED (Man with Cityscape),Thomas Tulis,1961.0,,Male,1986,Photography
12015,British,Untitled from The Meeting,Tony Bevan,1951.0,,Male,1993,Prints & Illustrated Books
12016,French,"Abu Simbel, Western Colossus of the Temple of Ra",Maxime Du Camp,1822.0,1894.0,Male,1850,Photography
12017,Venezuelan,Ortogonal (Collage) 8,Alejandro Otero,1921.0,1990.0,Male,1952,Drawings
